id	reviewed_date	location	hotel_restaurant_name	review
rn575833685	Reviewed 3 weeks ago 	 Patong	Baoli	"It' our first visit to phuket and after many choices we finally found a place with Good food, great and friendly service. Great location highly recommeended :)"
rn557061181	"Reviewed January 29, 2018 "	 Patong	Baoli	"We ate here for lunch and dinner several times during our stay in Patong.
Food was always served very quick and tasted great. Pasta, steaks, salads were all lovely and the best home made chips as well."
rn551726392	"Reviewed January 5, 2018 "	 Patong	Baoli	"Had previously heard about this place and was looking for French style food after couple of weeks in Thailand. Very large selection and good selection on the menu. About a year ago we had the fondue Bourguignone which was ""all you can eat"" style and...More"
rn543263913	"Reviewed November 25, 2017 "	 Patong	Baoli	Food not bad not great. But when you pay they charge 7% for credit card Rip off and they don’t care if you upset. Bad management!
rn534873939	"Reviewed October 21, 2017 "	 Patong	Baoli	"Now this is the third time that i come to eat in this restaurant, and all the time staff take care very good about table and order with smile and no rush...not easy to find in Patong..
I choose the famous `Couscous~ and my thai...More"
rn531034811	"Reviewed October 8, 2017 "	 Patong	Baoli	We haven't been to Baoli for a few years but decided to go to get lunch today. The foos is very good. Prices are very reasonable for Patong.
rn487201998	"Reviewed May 23, 2017 "	 Patong	Baoli	We ordered the salmon pizza and kebab pizza both were very delicious and decent sized and for only 190baht each. Great pizza for a great price.
rn472116902	"Reviewed April 2, 2017 "	 Patong	Baoli	"terrible service, took 20 mn to get order done, took 1 more hour to get our order which was wrongly done... it was 3 of us...
food was ok, even if it was not what we ordered( 2 of 3 dishes were wrong), but when...More"
rn459575739	"Reviewed February 14, 2017 "	 Patong	Baoli	"Great place and the food is very good,large portions and very yummy,good selection menu and a bit of all types of food"
rn451840732	"Reviewed January 14, 2017 "	 Patong	Baoli	"Very good food but now, it's a meeting point of French Arabs of cities. So bad because the food is good, and have good location in Patong."
rn575833685	Reviewed 3 weeks ago 	 Patong	Baoli	"It' our first visit to phuket and after many choices we finally found a place with Good food, great and friendly service. Great location highly recommeended :)"
rn557061181	"Reviewed January 29, 2018 "	 Patong	Baoli	"We ate here for lunch and dinner several times during our stay in Patong.
Food was always served very quick and tasted great. Pasta, steaks, salads were all lovely and the best home made chips as well."
rn551726392	"Reviewed January 5, 2018 "	 Patong	Baoli	"Had previously heard about this place and was looking for French style food after couple of weeks in Thailand. Very large selection and good selection on the menu. About a year ago we had the fondue Bourguignone which was ""all you can eat"" style and...More"
rn543263913	"Reviewed November 25, 2017 "	 Patong	Baoli	Food not bad not great. But when you pay they charge 7% for credit card Rip off and they don’t care if you upset. Bad management!
rn534873939	"Reviewed October 21, 2017 "	 Patong	Baoli	"Now this is the third time that i come to eat in this restaurant, and all the time staff take care very good about table and order with smile and no rush...not easy to find in Patong..
I choose the famous `Couscous~ and my thai...More"
rn531034811	"Reviewed October 8, 2017 "	 Patong	Baoli	We haven't been to Baoli for a few years but decided to go to get lunch today. The foos is very good. Prices are very reasonable for Patong.
rn487201998	"Reviewed May 23, 2017 "	 Patong	Baoli	We ordered the salmon pizza and kebab pizza both were very delicious and decent sized and for only 190baht each. Great pizza for a great price.
rn472116902	"Reviewed April 2, 2017 "	 Patong	Baoli	"terrible service, took 20 mn to get order done, took 1 more hour to get our order which was wrongly done... it was 3 of us...
food was ok, even if it was not what we ordered( 2 of 3 dishes were wrong), but when...More"
rn459575739	"Reviewed February 14, 2017 "	 Patong	Baoli	"Great place and the food is very good,large portions and very yummy,good selection menu and a bit of all types of food"
rn451840732	"Reviewed January 14, 2017 "	 Patong	Baoli	"Very good food but now, it's a meeting point of French Arabs of cities. So bad because the food is good, and have good location in Patong."
rn575833685	Reviewed 3 weeks ago 	 Patong	Baoli	"It' our first visit to phuket and after many choices we finally found a place with Good food, great and friendly service. Great location highly recommeended :)"
rn557061181	"Reviewed January 29, 2018 "	 Patong	Baoli	"We ate here for lunch and dinner several times during our stay in Patong.
Food was always served very quick and tasted great. Pasta, steaks, salads were all lovely and the best home made chips as well."
rn551726392	"Reviewed January 5, 2018 "	 Patong	Baoli	"Had previously heard about this place and was looking for French style food after couple of weeks in Thailand. Very large selection and good selection on the menu. About a year ago we had the fondue Bourguignone which was ""all you can eat"" style and...More"
rn543263913	"Reviewed November 25, 2017 "	 Patong	Baoli	Food not bad not great. But when you pay they charge 7% for credit card Rip off and they don’t care if you upset. Bad management!
rn534873939	"Reviewed October 21, 2017 "	 Patong	Baoli	"Now this is the third time that i come to eat in this restaurant, and all the time staff take care very good about table and order with smile and no rush...not easy to find in Patong..
I choose the famous `Couscous~ and my thai...More"
rn531034811	"Reviewed October 8, 2017 "	 Patong	Baoli	We haven't been to Baoli for a few years but decided to go to get lunch today. The foos is very good. Prices are very reasonable for Patong.
rn487201998	"Reviewed May 23, 2017 "	 Patong	Baoli	We ordered the salmon pizza and kebab pizza both were very delicious and decent sized and for only 190baht each. Great pizza for a great price.
rn472116902	"Reviewed April 2, 2017 "	 Patong	Baoli	"terrible service, took 20 mn to get order done, took 1 more hour to get our order which was wrongly done... it was 3 of us...
food was ok, even if it was not what we ordered( 2 of 3 dishes were wrong), but when...More"
rn459575739	"Reviewed February 14, 2017 "	 Patong	Baoli	"Great place and the food is very good,large portions and very yummy,good selection menu and a bit of all types of food"
rn451840732	"Reviewed January 14, 2017 "	 Patong	Baoli	"Very good food but now, it's a meeting point of French Arabs of cities. So bad because the food is good, and have good location in Patong."
rn575833685	Reviewed 3 weeks ago 	 Patong	Baoli	"It' our first visit to phuket and after many choices we finally found a place with Good food, great and friendly service. Great location highly recommeended :)"
rn557061181	"Reviewed January 29, 2018 "	 Patong	Baoli	"We ate here for lunch and dinner several times during our stay in Patong.
Food was always served very quick and tasted great. Pasta, steaks, salads were all lovely and the best home made chips as well."
rn551726392	"Reviewed January 5, 2018 "	 Patong	Baoli	"Had previously heard about this place and was looking for French style food after couple of weeks in Thailand. Very large selection and good selection on the menu. About a year ago we had the fondue Bourguignone which was ""all you can eat"" style and...More"
rn543263913	"Reviewed November 25, 2017 "	 Patong	Baoli	Food not bad not great. But when you pay they charge 7% for credit card Rip off and they don’t care if you upset. Bad management!
rn534873939	"Reviewed October 21, 2017 "	 Patong	Baoli	"Now this is the third time that i come to eat in this restaurant, and all the time staff take care very good about table and order with smile and no rush...not easy to find in Patong..
I choose the famous `Couscous~ and my thai...More"
rn531034811	"Reviewed October 8, 2017 "	 Patong	Baoli	We haven't been to Baoli for a few years but decided to go to get lunch today. The foos is very good. Prices are very reasonable for Patong.
rn487201998	"Reviewed May 23, 2017 "	 Patong	Baoli	We ordered the salmon pizza and kebab pizza both were very delicious and decent sized and for only 190baht each. Great pizza for a great price.
rn472116902	"Reviewed April 2, 2017 "	 Patong	Baoli	"terrible service, took 20 mn to get order done, took 1 more hour to get our order which was wrongly done... it was 3 of us...
food was ok, even if it was not what we ordered( 2 of 3 dishes were wrong), but when...More"
rn459575739	"Reviewed February 14, 2017 "	 Patong	Baoli	"Great place and the food is very good,large portions and very yummy,good selection menu and a bit of all types of food"
rn451840732	"Reviewed January 14, 2017 "	 Patong	Baoli	"Very good food but now, it's a meeting point of French Arabs of cities. So bad because the food is good, and have good location in Patong."
rn575833685	Reviewed 3 weeks ago 	 Patong	Baoli	"It' our first visit to phuket and after many choices we finally found a place with Good food, great and friendly service. Great location highly recommeended :)"
rn557061181	"Reviewed January 29, 2018 "	 Patong	Baoli	"We ate here for lunch and dinner several times during our stay in Patong.
Food was always served very quick and tasted great. Pasta, steaks, salads were all lovely and the best home made chips as well."
rn551726392	"Reviewed January 5, 2018 "	 Patong	Baoli	"Had previously heard about this place and was looking for French style food after couple of weeks in Thailand. Very large selection and good selection on the menu. About a year ago we had the fondue Bourguignone which was ""all you can eat"" style and...More"
rn543263913	"Reviewed November 25, 2017 "	 Patong	Baoli	Food not bad not great. But when you pay they charge 7% for credit card Rip off and they don’t care if you upset. Bad management!
rn534873939	"Reviewed October 21, 2017 "	 Patong	Baoli	"Now this is the third time that i come to eat in this restaurant, and all the time staff take care very good about table and order with smile and no rush...not easy to find in Patong..
I choose the famous `Couscous~ and my thai...More"
rn531034811	"Reviewed October 8, 2017 "	 Patong	Baoli	We haven't been to Baoli for a few years but decided to go to get lunch today. The foos is very good. Prices are very reasonable for Patong.
rn487201998	"Reviewed May 23, 2017 "	 Patong	Baoli	We ordered the salmon pizza and kebab pizza both were very delicious and decent sized and for only 190baht each. Great pizza for a great price.
rn472116902	"Reviewed April 2, 2017 "	 Patong	Baoli	"terrible service, took 20 mn to get order done, took 1 more hour to get our order which was wrongly done... it was 3 of us...
food was ok, even if it was not what we ordered( 2 of 3 dishes were wrong), but when...More"
rn459575739	"Reviewed February 14, 2017 "	 Patong	Baoli	"Great place and the food is very good,large portions and very yummy,good selection menu and a bit of all types of food"
rn451840732	"Reviewed January 14, 2017 "	 Patong	Baoli	"Very good food but now, it's a meeting point of French Arabs of cities. So bad because the food is good, and have good location in Patong."
rn575833685	Reviewed 3 weeks ago 	 Patong	Baoli	"It' our first visit to phuket and after many choices we finally found a place with Good food, great and friendly service. Great location highly recommeended :)"
rn557061181	"Reviewed January 29, 2018 "	 Patong	Baoli	"We ate here for lunch and dinner several times during our stay in Patong.
Food was always served very quick and tasted great. Pasta, steaks, salads were all lovely and the best home made chips as well."
rn551726392	"Reviewed January 5, 2018 "	 Patong	Baoli	"Had previously heard about this place and was looking for French style food after couple of weeks in Thailand. Very large selection and good selection on the menu. About a year ago we had the fondue Bourguignone which was ""all you can eat"" style and...More"
rn543263913	"Reviewed November 25, 2017 "	 Patong	Baoli	Food not bad not great. But when you pay they charge 7% for credit card Rip off and they don’t care if you upset. Bad management!
rn534873939	"Reviewed October 21, 2017 "	 Patong	Baoli	"Now this is the third time that i come to eat in this restaurant, and all the time staff take care very good about table and order with smile and no rush...not easy to find in Patong..
I choose the famous `Couscous~ and my thai...More"
rn531034811	"Reviewed October 8, 2017 "	 Patong	Baoli	We haven't been to Baoli for a few years but decided to go to get lunch today. The foos is very good. Prices are very reasonable for Patong.
rn487201998	"Reviewed May 23, 2017 "	 Patong	Baoli	We ordered the salmon pizza and kebab pizza both were very delicious and decent sized and for only 190baht each. Great pizza for a great price.
rn472116902	"Reviewed April 2, 2017 "	 Patong	Baoli	"terrible service, took 20 mn to get order done, took 1 more hour to get our order which was wrongly done... it was 3 of us...
food was ok, even if it was not what we ordered( 2 of 3 dishes were wrong), but when...More"
rn459575739	"Reviewed February 14, 2017 "	 Patong	Baoli	"Great place and the food is very good,large portions and very yummy,good selection menu and a bit of all types of food"
rn451840732	"Reviewed January 14, 2017 "	 Patong	Baoli	"Very good food but now, it's a meeting point of French Arabs of cities. So bad because the food is good, and have good location in Patong."
rn578208911	Reviewed 2 weeks ago 	 Patong	Belgian Beer Cafe Graceland	"Great sunset/after beach hangout that overlooks patong beach, awesome selection of beers, often there's live entertainment and very kid friendly. There are a number of these around the world and they all seem to follow a similar formula - which work. Free wifi, pub-style food...More"
rn577766714	Reviewed 2 weeks ago 	 Patong	Belgian Beer Cafe Graceland	"Live music in the evening, very relaxing to sit st this restaurant which is overlooking the beach accross the road, enjoying cocktails and watching the sunset! Food was very good."
rn576693268	Reviewed 3 weeks ago 	 Patong	Belgian Beer Cafe Graceland	Very nice restaurant with lots of belgium beers. We were very impressed. I would surely suggest a visit.
rn576635184	Reviewed 3 weeks ago 	 Patong	Belgian Beer Cafe Graceland	This restaurant has a lovely open deck overlooking the beach across the road. We had drinks and dinner here a couple of times as it is right next to our resort. Always seems to be busy when weather good for the deck and there is...More
rn574837207	Reviewed 4 weeks ago 	 Patong	Belgian Beer Cafe Graceland	"Stayed at the Graceland Resort and had our last meal here (due to convenience). We had fish and chips, which weren't anything special. The staff weren't very friendly and the prices were quite steep for Patong."
rn574618901	Reviewed 4 weeks ago 	 Patong	Belgian Beer Cafe Graceland	"We ate here a couple of times during our stay. We ate here for convenience as it is next door to where we were staying. The set up is nice , we ate outside , and the meals were fine. Service was good, friendly and...More"
rn567791815	"Reviewed March 20, 2018 "	 Patong	Belgian Beer Cafe Graceland	The quality of food could be better. There is both western and Thai food. The Panang was more of a satay sauce with spice added. The beer selection is excellent. There are western prices.
rn561381527	"Reviewed February 18, 2018 "	 Patong	Belgian Beer Cafe Graceland	"This place is amazing for sunset drinks. Expensive (Thai wise) but the view is worth it.
We had house cocktails and they are very nice."
rn550197017	"Reviewed December 30, 2017 "	 Patong	Belgian Beer Cafe Graceland	"Belgian beers are good especially white beers and cherry beers. Beer based drinks where someting new to me.
Live music, 2 bands (2 and 3 artists) seem to play most often. Music is rather old so come to listen music from your best years.
Not...More"
rn542179121	"Reviewed November 20, 2017 "	 Patong	Belgian Beer Cafe Graceland	"Since I've always had company <f0><U+009F><U+0098><U+0089><f0><U+009F><U+0098><U+0081>
This time I was on a family vacation and my resort's Sky View Bar closed early <f0><U+009F><U+00A4><U+0094>
This Belgian Beer Cafe was right on the beach and the view was amazing.
I asked for their specialty in cocktails and...More"
rn541014978	"Reviewed November 14, 2017 "	 Patong	Belgian Beer Cafe Graceland	"This place was nice and pleasant to eat at, had live entertainment great to enjoy with our food and drinks. Watched the sunset off in the distance was a great way to end the day. Food defiantly a 10/10 atmosphere staff also a 10/10"
rn531222266	"Reviewed October 8, 2017 "	 Patong	Belgian Beer Cafe Graceland	Great cheese croquettes and wonderful lobster bisque. Lovely staff. Good range of beer but probably would miss the red beer next time.
rn530065996	"Reviewed October 4, 2017 "	 Patong	Belgian Beer Cafe Graceland	We actually went to this restaurant for the Trivia Night but we polished off our dinner well before start time so decided to head back to the rooms to relax the food was quite tasty and the staff were attentive and we were served quickly...More
rn525882604	"Reviewed September 19, 2017 "	 Patong	Belgian Beer Cafe Graceland	"This is a great restaurant and we eat here a few times whilst in Phuket.
The food was a good standard.
They had live music while we were there.
The staff were all good and we really enjoyed our nights there."
rn522723239	"Reviewed September 8, 2017 "	 Patong	Belgian Beer Cafe Graceland	We have been coming to Phuket for 6 years now and the menu in this restaurant has not changed since it opened.
rn518725148	"Reviewed August 29, 2017 "	 Patong	Belgian Beer Cafe Graceland	We went in December 2013 so I've taken some time to do my review so I do apologise. When we went it was so lovely! I had a salmon dish which was beautiful and my fiancé had a beef stroganoff and I tell you what!...More
rn516518218	"Reviewed August 22, 2017 "	 Patong	Belgian Beer Cafe Graceland	Great place to have a cocktail and a beer with a magnificent view of Patong beach at sunset served by friendly staff.
rn516157057	"Reviewed August 22, 2017 "	 Patong	Belgian Beer Cafe Graceland	Had a great meal was lovely setting overlooking the sea menu was great lots of choice plenty for the whole family
rn515029686	"Reviewed August 18, 2017 "	 Patong	Belgian Beer Cafe Graceland	"Food lacked quality and a bit pricey. Pizza ordered and returned, which I very rarely do. Staff a little nonchalant. Position is great but if prices were dropped and food quality improved, the entertainment wouldn't have to sing to an empty restaurant. Such a shame...More"
rn512491856	"Reviewed August 13, 2017 "	 Patong	Belgian Beer Cafe Graceland	Belgian Beer Café great try the Lobster Bisque or the fish and Belgian Frites they also have music every night which was very good
rn512130815	"Reviewed August 13, 2017 "	 Patong	Belgian Beer Cafe Graceland	"We had dinner at Belgian Beer Cafe, after checking into the Graceland Resort. There was 4 adults and 2 children. Service was fast, food was good but it was quite expensive - for Phuket standards. I guess this is to be expected, being a cafe...More"
rn504969768	"Reviewed July 23, 2017 "	 Patong	Belgian Beer Cafe Graceland	while the food was very good but a little pricey the service left alot to be desired which is a shame as very thing else in the resort is of a very high standard
rn504955408	"Reviewed July 23, 2017 "	 Patong	Belgian Beer Cafe Graceland	"We ate here on our last night in Patong. The location is lovely, we sat outside watching the sun set, overlooking the beach. There was a singer & guitarist playing, nice music, not too loud. One child had the crumbed & fried cheese squares, they...More"
rn501407265	"Reviewed July 12, 2017 "	 Patong	Belgian Beer Cafe Graceland	"We stayed at Graceland Hotel so we convenient (plus we had a couple of drink vouchers from the hotel). The food was ok, but that place was hot. Cooler sitting outside. Must say that they had a great couple of bands play.. That did make...More"
rn497794643	"Reviewed July 1, 2017 "	 Patong	Belgian Beer Cafe Graceland	"Out of all the restaurants on Graceland Resort, this had the best food. Great view of the ocean and it's relaxing to hear the waves. They also have a sky bar open on certain days."
rn489545270	"Reviewed June 1, 2017 "	 Patong	Belgian Beer Cafe Graceland	"We just had a few drinks here as we were staying at Gracelands. Nice outlook over the beach and nice inside. Staff were kind and attentive. We didn't eat here so can't comment on that. Not as cheap as other places in Patong, but we...More"
rn487948955	"Reviewed May 26, 2017 "	 Patong	Belgian Beer Cafe Graceland	"This is an average restaurant (nothing Belgian about it, by the way) on the busy main street of Patong.
The place offers both outside and inside tables, with some live music outside.
We sat inside and were almost the only ones there.
We had some...More"
rn486292126	"Reviewed May 21, 2017 "	 Patong	Belgian Beer Cafe Graceland	"The entree was better then the main... a little expensive but the service is very good !
Te deserts are also very nice."
rn485500993	"Reviewed May 18, 2017 "	 Patong	Belgian Beer Cafe Graceland	"A great location and the fitout of the restaurant is modern and airy.
Unfortunately, the food and service do not do justice to the location and its extremely expensive for what you get."
rn483550218	"Reviewed May 11, 2017 "	 Patong	Belgian Beer Cafe Graceland	Overlooks our balcony. We enjoyed a few dinners here in the outdoor setting overlooking Patong Beach. . Limited menu but enough on the menu reasonably priced to fulfill our needs & that of our grandchildren. 2 piece band singing familiar songs of our era. Good...More
rn482540607	"Reviewed May 8, 2017 "	 Patong	Belgian Beer Cafe Graceland	"photos don't depict the state of this place, staff standing around not approaching to offer drink. the lovely sunken lounges could have had candle type lighting to create ambience but no one ever sat there."
rn481948309	"Reviewed May 5, 2017 "	 Patong	Belgian Beer Cafe Graceland	"Good Thai food great location glad it was voucher from Luxury escapes otherwise too dear, great sit down areas outside"
rn481446161	"Reviewed May 3, 2017 "	 Patong	Belgian Beer Cafe Graceland	"Fantastic location right opposite beach, very reasonable food prices and great atmosphere with bands and dj music playing really nice pleace"
rn478878455	"Reviewed April 25, 2017 "	 Patong	Belgian Beer Cafe Graceland	"This is a pleasant poolside café, open until midnight with live music in the evenings. Food good but menu somewhat limited. However, a lovely setting in which to relax and enjoy a meal and a drink with friends and family.
Staff really helpful and delightful...More"
rn476982809	"Reviewed April 18, 2017 "	 Patong	Belgian Beer Cafe Graceland	"3 of us dined here for dinner and it was terrible. Ordered 2 ham & pineapple pizzas, 1 bowl of chips and 1 pasta. Chips came out first after a very long wait & they were cold. After another very long wait 1 pizza and...More"
rn476262946	"Reviewed April 16, 2017 "	 Patong	Belgian Beer Cafe Graceland	"Excellent out door seating facing the beach.Cocktails were good.On one occasion the beer we ordered was flat.We did not eat any food here ,but used the Flavour Restaurant above the Café and this was average"
rn475507908	"Reviewed April 14, 2017 "	 Patong	Belgian Beer Cafe Graceland	"I stayed in Patong for a month and ended up coming here on a number of occasions for dinner and drinks in the evening. Finding a good selection of beer in bars can be a struggle, but this place has a fantastic menu of Belgian...More"
rn471571671	"Reviewed March 31, 2017 "	 Patong	Belgian Beer Cafe Graceland	"We were staying in Graceland Resort, and came out in the evening to chill, and this place was awesome, good view and the sun setting made the environment perfect and good beers as well."
rn469749473	"Reviewed March 23, 2017 "	 Patong	Belgian Beer Cafe Graceland	lovely place to sit at dusk with a drink and watch the sun go down - very friendly staff and live music some nights
rn469109590	"Reviewed March 21, 2017 "	 Patong	Belgian Beer Cafe Graceland	"We have come here many times as we love the location looking over the beach.
Food and drinks are ok but expensive.
The service isn't what you would expect having to go and get a staff member to come and take orders.
This has happened...More"
rn469038809	"Reviewed March 21, 2017 "	 Patong	Belgian Beer Cafe Graceland	"It is a lot more expensive for beer than other bars but Belgian beers are usually more costly anywhere so it's not unexpected. The views are great, especially for sunset and as long as you're aware the drinks will cost more - draft approx 380...More"
rn467677746	"Reviewed March 15, 2017 "	 Patong	Belgian Beer Cafe Graceland	"Belgian beer cafe is a great place to have dinner great choice of beers, European and Thai food on the menu . great music, the hand cut chips and the mussels with mayo taste the same in Brussel plus the Thai service make it perfect....More"
rn461084773	"Reviewed February 19, 2017 "	 Patong	Belgian Beer Cafe Graceland	Relaxing evening drinks/ dinner overlooking Patongs main Road and beach. We also had free drink vouches to use here.
rn460834488	"Reviewed February 17, 2017 "	 Patong	Belgian Beer Cafe Graceland	"Nice place with friendly staff. The prices are pretty high, comparatively to the restaurants nearby. The entertainment is quite classy, but can be quite disturbing to the neighboring rooms. (own experience) All in all I'd recommend it. It worths a try."
rn459169090	"Reviewed February 13, 2017 "	 Patong	Belgian Beer Cafe Graceland	"The food is rather good and you have several excellent belgian beers that you can try. If you want to order a starter and a main dish, don't order them all together, or your food will arrive too fast to really enjoy it."
rn457537129	"Reviewed February 6, 2017 "	 Patong	Belgian Beer Cafe Graceland	had a few drinks here because was included in our package with gracelands. drinks and food are pricey but has nice atmosphere. not very busy. staff are ok and come across a bit rude but that's just Phuket. was disappointed we came back from a...More
rn456327212	"Reviewed January 31, 2017 "	 Patong	Belgian Beer Cafe Graceland	"A very good selection of beer, good food, good live music, great terrace, friendly staff. In summary you can spend some nice time there"
rn455434620	"Reviewed January 28, 2017 "	 Patong	Belgian Beer Cafe Graceland	"We walked to bangla road and back and descovered this beautiful place, with live music. Performance artists, smile faces, over 30 belgian beers, drought or bottle, very good deserts.
Excellent for relaxing, if you had a hot sunny day.
Expensive, but..."
rn454729049	"Reviewed January 25, 2017 "	 Patong	Belgian Beer Cafe Graceland	"Heard the live music while driving by. Great spot for a change of beers, mostly its either Chang or Singha beer in Thailand. Had a nice beer selection, found my favorite beer ""Saison Dupont"". That along with a talented live band, made my night. Went...More"
rn451391367	"Reviewed January 11, 2017 "	 Patong	Belgian Beer Cafe Graceland	"Great location overlooking the beach. New and modern restaurant.
They had a good variety of food packages to choose from with were good value - overall I guess it was expensive but the quality being high - Hence you pay more for this and the...More"
rn450302870	"Reviewed January 7, 2017 "	 Patong	Belgian Beer Cafe Graceland	Went here for a 3course set menu and was not disappointed .Raised up over looking patong beach with live music thrown in the night we were there was an absolute bonus .The food was really good with a delicious seafood entre followed by a perfectly...More
rn447473049	"Reviewed December 29, 2016 "	 Patong	Belgian Beer Cafe Graceland	"Very expensive for the quality and quantity. Beer is over priced by 200% for the area.
The ambience and view is great however the service is painfully slow and it is difficult to communicate with the staff, even in broken english."
rn438659218	"Reviewed November 19, 2016 "	 Patong	Belgian Beer Cafe Graceland	"Went here with my partner as we were staying in the Charm resort next door and loved that this restaurant overlooked the beach. However, we were both extremely disappointed. I got the salt baked fish, the fish was well cooked however the meal was lacking...More"
rn437907197	"Reviewed November 16, 2016 "	 Patong	Belgian Beer Cafe Graceland	"Tried this Cafe as we were staying at Graceland hotel, the service was good, but the food was average, good selection of beer on tap, prices are what you would expect to pay at a Resort."
rn432072211	"Reviewed October 27, 2016 "	 Patong	Belgian Beer Cafe Graceland	"The drinks were expensive, but the service was great, staff very helpful. Nice view over the beach plus the resort pool. It was good to just sit and watch the world go by (watching the locals driving on the road was awesome)."
rn430711187	"Reviewed October 22, 2016 "	 Patong	Belgian Beer Cafe Graceland	"The interior is warm, comfortable and kept clean!
You can find some dutch sayings on the wall with gold letters, it is nice to translate the sayings with google or any translator :)
The staff is very polite and well knowing of what they are...More"
rn425711465	"Reviewed October 6, 2016 "	 Patong	Belgian Beer Cafe Graceland	"I have been to Thailand 17times over the years & travelled extensively around the world.....But I was amazed when I asked for a Pot of Tea (I like it strong) to add an extra tea bag, I was refused this request even after offering to...More"
rn424324012	"Reviewed October 2, 2016 "	 Patong	Belgian Beer Cafe Graceland	This was around the corner to where we were staying. We'd go here most evenings for happy hour. Great location with 3 levels over looking the Adaman Sea. Don't miss giving this place a go.
rn422074585	"Reviewed September 25, 2016 "	 Patong	Belgian Beer Cafe Graceland	"Have visited the cafe 4 times whilst staying at Graceland and found the food to be great, although on the expensive side. Beer likewise. Staff service is fantastic and quick. Is a little quiet that is for sure but that was fine for use with...More"
rn415636008	"Reviewed September 7, 2016 "	 Patong	Belgian Beer Cafe Graceland	"We called in here on a Sunday night. Live music was playing, but not many customers. Service qas quick and pleasant. Food was decent pub food; we had a burger and entrées (appertisers). What we couldnt eat the staff boxed up for us.
There are...More"
rn414410457	"Reviewed September 3, 2016 "	 Patong	Belgian Beer Cafe Graceland	"Yes the prices are double that at the street bars but the quality of the cocktails and entrees are so worth it. Three levels of differing styles (pub on ground, enclosed restaurant on second, open beer garden on rooftop) give great options depending on the...More"
rn412618193	"Reviewed August 30, 2016 "	 Patong	Belgian Beer Cafe Graceland	"Restaurant is worth visiting for the Belgian food and beverage, specifically, the Mussels and the Beers. Our server recommended the Pauwel Kwak and proceeded to serve it in the Brewery's traditional Glass-Wooden stand. It was delicious and a real find! Mussels, done traditional style and...More"
rn410382126	"Reviewed August 24, 2016 "	 Patong	Belgian Beer Cafe Graceland	"Had free drink voucher from Graceland ordered cocktails which tasted like sweet fruit juice only .Ordered chip small bowl arrived cost $6.00 very expensive
Had a large beer which was very nice flavoured
We ate there first night in Patong ordered chicken wings and burger...More"
rn410309173	"Reviewed August 24, 2016 "	 Patong	Belgian Beer Cafe Graceland	"We went here for a sunset drink and to use our voucher which was, part of our booking. Had to go and ask for service as we sat at a table for about 5 minutes waiting for a staff member to approach us. No one...More"
rn407412212	"Reviewed August 19, 2016 "	 Patong	Belgian Beer Cafe Graceland	After busy days this is a lovely place to sit on the balcony looking at the beach with tasty snacks and icy beer or wine. Service was fast and professional thankyou
rn405937913	"Reviewed August 15, 2016 "	 Patong	Belgian Beer Cafe Graceland	I went to the cafe twice. Both times the female staff appeared very sad and bored. I had the seafood salad that was lovely.
rn401645299	"Reviewed August 5, 2016 "	 Patong	Belgian Beer Cafe Graceland	"Two adults and two children eating in the evening.
It was rain outside, so music had moved inside and was playing almost too loud to have a conversation or take orders.
Complimentary Graceland drink was good.
We had two burgers, tomato soup, spaghetti with tomato...More"
rn400297683	"Reviewed August 2, 2016 "	 Patong	Belgian Beer Cafe Graceland	"We stayed at the Graceland hotel and every night use to go to the belgian beer cafe.
very nice environment with friendly staff and lovely band.
recommend this place for a nice chill out.More"
rn396536471	"Reviewed July 25, 2016 "	 Patong	Belgian Beer Cafe Graceland	We stayed at Gracelands for the third time recently and couldn't wait to visit the Belgian beer bar again. We enjoyed our complimentary drinks here and then my Husband and Dad sampled a couple of the international beers on offer. They are still both raving...More
rn394547188	"Reviewed July 19, 2016 "	 Patong	Belgian Beer Cafe Graceland	"We dined here as were given several free cocktails for this venue from Gracelands Resort. The restaurant is pretty cool, however the outside dining which looks right over Patong beach is a little run down. The wicker chairs are mostly all broken so bit stick...More"
rn391938366	"Reviewed July 12, 2016 "	 Patong	Belgian Beer Cafe Graceland	enjoy the sunset with live music and the greatest beer ever in front of the beach and and I recommend to try the Hoegaarden beerMore
rn390894653	"Reviewed July 9, 2016 "	 Patong	Belgian Beer Cafe Graceland	Must visit Belgian Beer Cafe food amazing and band fantastic. Very friendly staff and food is beautiful and greay prices.More
rn390623176	"Reviewed July 9, 2016 "	 Patong	Belgian Beer Cafe Graceland	We went here Wednesday night ordered a rib eye needed a red meat fix cost 720 bht definitely not a rib eye more like a blue minute steak was meant to come with salad and chips didnt get any chips my daughters spaghetti meatballs were...More
rn387608844	"Reviewed June 29, 2016 "	 Patong	Belgian Beer Cafe Graceland	We only had drinks here but enjoyed listening to the live band and watching the beautiful sunset from outside deck...it's right across from the beach so always a lovely sea breeze....I can't wait to go again in August and to try the delicious menu.
rn386346621	"Reviewed June 27, 2016 "	 Patong	Belgian Beer Cafe Graceland	The food was pretty average.. I'm not sure if we ordered poorly or whether everything was a bit bland. BUT I still had the most amazing evening sitting under fairylights listening to a beautiful husband & wife duo singing and playing guitar. I admit I...More
